'0','igdbf01','Default_Bellato_Male_Gloves_1'
'6811','igawu61','Strength_Superior_Dark_Beam_Arm(C)'
'6812','igawv61','Protection_Superior_Dark_Beam_Arm(C)'
'6813','igaww61','Vampire_Superior_Dark_Beam_Arm(C)'
'6814','igawx61','Guardian_Superior_Dark_Beam_Arm(C)'
'6815','igawy61','Sharp_Superior_Dark_Beam_Arm(C)'
'6816','igawz61','Endurance_Superior_Dark_Beam_Arm(C)'
'6817','igarq56','Advanced_Strength_Superior_Black_Vacuum_Arm(C)'
'6818','igarr56','Fine_Superior_Black_Vacuum_Arm(C)'
'6819','igars56','Strong_Superior_Black_Vacuum_Arm(C)'
'6820','igart56','Solid_Superior_Black_Vacuum_Arm(C)'
'6821','igaru56','Strength_Superior_Black_Vacuum_Arm(C)'
'6822','igarv56','Protection_Superior_Black_Vacuum_Arm(C)'
'6823','igarw56','Vampire_Superior_Black_Vacuum_Arm(C)'
'6824','igarx56','Guardian_Superior_Black_Vacuum_Arm(C)'
'6825','igary56','Sharp_Superior_Black_Vacuum_Arm(C)'
'6826','igarz56','Endurance_Superior_Black_Vacuum_Arm(C)'
'6827','igarq61','Advanced_Strength_Superior_Dark_Fur_Arm(C)'
'6828','igarr61','Fine_Superior_Dark_Fur_Arm(C)'
'6829','igars61','Strong_Superior_Dark_Fur_Arm(C)'
'6830','igart61','Solid_Superior_Dark_Fur_Arm(C)'
'6831','igaru61','Strength_Superior_Dark_Fur_Arm(C)'
'6832','igarv61','Protection_Superior_Dark_Fur_Arm(C)'
'6833','igarw61','Vampire_Superior_Dark_Fur_Arm(C)'
'6834','igarx61','Guardian_Superior_Dark_Fur_Arm(C)'
'6835','igary61','Sharp_Superior_Dark_Fur_Arm(C)'
'6836','igarz61','Endurance_Superior_Dark_Fur_Arm(C)'
'6837','igafq56','Advanced_Strength_Superior_Black_Launcher_Arm(C)'
'6838','igafr56','Fine_Superior_Black_Launcher_Arm(C)'
'6839','igafs56','Strong_Superior_Black_Launcher_Arm(C)'
'6840','igaft56','Solid_Superior_Black_Launcher_Arm(C)'
'6841','igafu56','Strength_Superior_Black_Launcher_Arm(C)'
'6842','igafv56','Protection_Superior_Black_Launcher_Arm(C)'
'6843','igafw56','Vampire_Superior_Black_Launcher_Arm(C)'
'6844','igafx56','Guardian_Superior_Black_Launcher_Arm(C)'
'6845','igafy56','Sharp_Superior_Black_Launcher_Arm(C)'
'6846','igafz56','Endurance_Superior_Black_Launcher_Arm(C)'
'6847','igafq61','Advanced_Strength_Superior_Dark_EW_Arm(C)'
'6848','igafr61','Fine_Superior_Dark_EW_Arm(C)'
'6849','igafs61','Strong_Superior_Dark_EW_Arm(C)'
'6850','igaft61','Solid_Superior_Dark_EW_Arm(C)'
'6851','igafu61','Strength_Superior_Dark_EW_Arm(C)'
'6852','igafv61','Protection_Superior_Dark_EW_Arm(C)'
'6853','igafw61','Vampire_Superior_Dark_EW_Arm(C)'
'6854','igafx61','Guardian_Superior_Dark_EW_Arm(C)'
'6855','igafy61','Sharp_Superior_Dark_EW_Arm(C)'
'6856','igafz61','Endurance_Superior_Dark_EW_Arm(C)'
'6857','igawq54','Advanced_Strength_Superior_Titan_Arm(C)'
'6858','igawr54','Fine_Superior_Titan_Arm(C)'
'6859','igaws54','Strong_Superior_Titan_Arm(C)'
'6860','igawt54','Solid_Superior_Titan_Arm(C)'
'6861','igawu54','Strength_Superior_Titan_Arm(C)'
'6862','igawv54','Protection_Superior_Titan_Arm(C)'
'6863','igaww54','Vampire_Superior_Titan_Arm(C)'
'6864','igawx54','Guardian_Superior_Titan_Arm(C)'
'6865','igawy54','Sharp_Superior_Titan_Arm(C)'
'6866','igawz54','Endurance_Superior_Titan_Arm(C)'
'6867','igarq54','Advanced_Strength_Superior_Phantom_Arm(C)'
'6868','igarr54','Fine_Superior_Phantom_Arm(C)'
'6869','igars54','Strong_Superior_Phantom_Arm(C)'
'6870','igart54','Solid_Superior_Phantom_Arm(C)'
'6871','igaru54','Strength_Superior_Phantom_Arm(C)'
'6872','igarv54','Protection_Superior_Phantom_Arm(C)'
'6873','igarw54','Vampire_Superior_Phantom_Arm(C)'
'6874','igarx54','Guardian_Superior_Phantom_Arm(C)'
'6875','igary54','Sharp_Superior_Phantom_Arm(C)'
'6876','igarz54','Endurance_Superior_Phantom_Arm(C)'
'6877','igafq54','Advanced_Strength_Superior_COS_Arm(C)'
'6878','igafr54','Fine_Superior_COS_Arm(C)'
'6879','igafs54','Strong_Superior_COS_Arm(C)'
'6880','igaft54','Solid_Superior_COS_Arm(C)'
'6881','igafu54','Strength_Superior_COS_Arm(C)'
'6882','igafv54','Protection_Superior_COS_Arm(C)'
'6883','igafw54','Vampire_Superior_COS_Arm(C)'
'6884','igafx54','Guardian_Superior_COS_Arm(C)'
'6885','igafy54','Sharp_Superior_COS_Arm(C)'
'6886','igafz54','Endurance_Superior_COS_Arm(C)'
'6887','igcwq54','Advanced_Strength_Superior_Crusader_Gauntlet(C)'
'6888','igcwr54','Fine_Superior_Crusader_Gauntlet(C)'
'6889','igcws54','Strong_Superior_Crusader_Gauntlet(C)'
'6890','igcwt54','Solid_Superior_Crusader_Gauntlet(C)'
'6891','igcwu54','Strength_Superior_Crusader_Gauntlet(C)'
'6892','igcwv54','Protection_Superior_Crusader_Gauntlet(C)'
'6893','igcww54','Vampire_Superior_Crusader_Gauntlet(C)'
'6894','igcwx54','Guardian_Superior_Crusader_Gauntlet(C)'
'6895','igcwy54','Sharp_Superior_Crusader_Gauntlet(C)'
'6896','igcwz54','Endurance_Superior_Crusader_Gauntlet(C)'
'6897','igcrq54','Advanced_Strength_Superior_Lunatic_Armlet(C)'
'6898','igcrr54','Fine_Superior_Lunatic_Armlet(C)'
'6899','igcrs54','Strong_Superior_Lunatic_Armlet(C)'
'6900','igcrt54','Solid_Superior_Lunatic_Armlet(C)'
'6901','igcru54','Strength_Superior_Lunatic_Armlet(C)'
'6902','igcrv54','Protection_Superior_Lunatic_Armlet(C)'
'6903','igcrw54','Vampire_Superior_Lunatic_Armlet(C)'
'6904','igcrx54','Guardian_Superior_Lunatic_Armlet(C)'
'6905','igcry54','Sharp_Superior_Lunatic_Armlet(C)'
'6906','igcrz54','Endurance_Superior_Lunatic_Armlet(C)'
'6907','igcfq54','Advanced_Strength_Superior_Storm_Glove(C)'
'6908','igcfr54','Fine_Superior_Storm_Glove(C)'
'6909','igcfs54','Strong_Superior_Storm_Glove(C)'
'6910','igcft54','Solid_Superior_Storm_Glove(C)'
'6911','igcfu54','Strength_Superior_Storm_Glove(C)'
'6912','igcfv54','Protection_Superior_Storm_Glove(C)'
'6913','igcfw54','Vampire_Superior_Storm_Glove(C)'
'6914','igcfx54','Guardian_Superior_Storm_Glove(C)'
'6915','igcfy54','Sharp_Superior_Storm_Glove(C)'
'6916','igcfz54','Endurance_Superior_Storm_Glove(C)'
'6917','igbwq54','Advanced_Strength_Superior_Armion_Gauntlet(C)'
'6918','igbwr54','Fine_Superior_Armion_Gauntlet(C)'
'6919','igbws54','Strong_Superior_Armion_Gauntlet(C)'
'6920','igbwt54','Solid_Superior_Armion_Gauntlet(C)'
'6921','igbwu54','Strength_Superior_Armion_Gauntlet(C)'
'6922','igbwv54','Protection_Superior_Armion_Gauntlet(C)'
'6923','igbww54','Vampire_Superior_Armion_Gauntlet(C)'
'6924','igbwx54','Guardian_Superior_Armion_Gauntlet(C)'
'6925','igbwy54','Sharp_Superior_Armion_Gauntlet(C)'
'6926','igbwz54','Endurance_Superior_Armion_Gauntlet(C)'
'6927','igbrq54','Advanced_Strength_Superior_Rage_Armlet(C)'
'6928','igbrr54','Fine_Superior_Rage_Armlet(C)'
'6929','igbrs54','Strong_Superior_Rage_Armlet(C)'
'6930','igbrt54','Solid_Superior_Rage_Armlet(C)'
'6931','igbru54','Strength_Superior_Rage_Armlet(C)'
'6932','igbrv54','Protection_Superior_Rage_Armlet(C)'
'6933','igbrw54','Vampire_Superior_Rage_Armlet(C)'
'6934','igbrx54','Guardian_Superior_Rage_Armlet(C)'
'6935','igbry54','Sharp_Superior_Rage_Armlet(C)'
'6936','igbrz54','Endurance_Superior_Rage_Armlet(C)'
'6937','igbfq54','Advanced_Strength_Superior_Argo_Glove(C)'
'6938','igbfr54','Fine_Superior_Argo_Glove(C)'
'6939','igbfs54','Strong_Superior_Argo_Glove(C)'
'6940','igbft54','Solid_Superior_Argo_Glove(C)'
'6941','igbfu54','Strength_Superior_Argo_Glove(C)'
'6942','igbfv54','Protection_Superior_Argo_Glove(C)'
'6943','igbfw54','Vampire_Superior_Argo_Glove(C)'
'6944','igbfx54','Guardian_Superior_Argo_Glove(C)'
'6945','igbfy54','Sharp_Superior_Argo_Glove(C)'
'6946','igbfz54','Endurance_Superior_Argo_Glove(C)'
'6947','igbwc55','Palmas_Arm_Protector_2Sik<M-type>(BellatoWarriorC)'
'6948','igbrc55','Palmas_Arm_Protector_2Sik<R-type>(BellatoRangerC)'
'6949','igbfc55','Palmas_Arm_Protector_2Sik<F-type>(BellatoSpiritualistC)'
'6950','igcwc55','NightWalker_Arm_Guard_<M-type>(CoraWarriorC)'
'6951','igcrc55','NightWalker_Arm_Guard_<R-type>(CoraRangerC)'
'6952','igcfc55','NightWalker_Arm_Guard_<F-type>(CoraSpiritualistC)'
'6953','igawc55','Daidalos_Tactical_Arm_Custom_<M-type>(AccretiaWarriorC)'
'6954','igarc55','Daidalos_Tactical_Arm_Custom_<R-type>(AccretiaRangerC)'
'6955','igafc55','Daidalos_Tactical_Arm_Custom_<L-type>(AccretiaLauncherC)'
'6956','igqsa01','DarkRay_Normal_Siege_Armlet'
'6957','igqsa02','DarkRay_Hunter_Bracelet'
'6958','igqsa03','DarkRay_Warlock_Mittens'
'6959','igqsa04','DarkRay_Small_Bone_Armlet'
'6960','igqsa05','DarkRay_Crude_Hazard_Bracelet'
'6961','igqsa06','DarkRay_Middle_Sabbat_Mittens'
'6962','igqsa07','DarkRay_Beam_Arm'
'6963','igqsa08','DarkRay_Single_Press_Arm'
'6964','igqsa09','DarkRay_Basic_Bazooka_Arm'
'6965','igqsa10','DarkRay_Siege_Armlet'
'6966','igqsa11','DarkRay_Chief_Hunter_Bracelet'
'6967','igqsa12','DarkRay_Field_Warlock_Mittens'
'6968','igqsa13','DarkRay_Hora_Armlet'
'6969','igqsa14','DarkRay_Hazard_Bracelet'
'6970','igqsa15','DarkRay_Shaman_Mittens'
'6971','igqsa16','DarkRay_Hora_Power_Arm'
'6972','igqsa17','DarkRay_Double_Press_Arm'
'6973','igqsa18','DarkRay_Normal_Bazooka_Arm'
'6974','igqsa19','DarkRay_Core_Armlet'
'6975','igqsa20','DarkRay_Tiny_Ell_Bracelet'
'6976','igqsa21','DarkRay_Battle_Mittens'
'6977','igqsa22','DarkRay_Odin`s_Ra_Armlet'
'6978','igqsa23','DarkRay_Limit_Glow_Bracelet'
'6979','igqsa24','DarkRay_Force_Mittens'
'6980','igqsa25','DarkRay_Silver_Arm'
'6981','igqsa26','DarkRay_Per_Arm'
'6982','igqsa27','DarkRay_Bazooka_Arm'
'6983','igqsa28','DarkRay_Double_Core_Gauntlet'
'6984','igqsa29','DarkRay_Ell_Armlet'
'6985','igqsa30','DarkRay_Bless_Gloves'
'6986','igqsa31','DarkRay_Odin`s_Gauntlet'
'6987','igqsa32','DarkRay_Glow_Armlet'
'6988','igqsa33','DarkRay_Itaco_Gloves'
'6989','igqsa34','DarkRay_Hora_Arm'
'6990','igqsa35','DarkRay_Hora_PowerPiece_Arm'
'6991','igqsa36','DarkRay_Basic_MissileLauncher_Arm'
'6992','igqsa37','DarkRay_Chip_Magnetic_Gauntlet'
'6993','igqsa38','DarkRay_Feather_Armlet'
'6994','igqsa39','DarkRay_Simple_Baal_Gloves'
'6995','igqsa40','DarkRay_Rogue_Gauntlet'
'6996','igqsa41','DarkRay_Velocity_Armlet'
'6997','igqsa42','DarkRay_Shaman`s_Gloves'
'6998','igqsa43','DarkRay_Alloy_Arm'
'6999','igqsa44','DarkRay_Normal_Vacuum_Arm'
'7000','igqsa45','DarkRay_Normal_MissileLauncher_Arm'
'7001','igqsa46','DarkRay_Magnetic_Gauntlet'
'7002','igqsa47','DarkRay_Dragon_Feather_Armlet'
'7003','igqsa48','DarkRay_Baal_Gloves'
'7004','igqsa49','DarkRay_Large_Rogue_Gauntlet'
'7005','igqsa50','DarkRay_Top_Velocity_Armlet'
'7006','igqsa51','DarkRay_Elixir_Gloves'
'7007','igqsa52','DarkRay_Top_Alloy_Arm'
'7008','igqsa53','DarkRay_Vacuum_Arm'
'7009','igqsa54','DarkRay_MissileLauncher_Arm'
'7010','igqsa55','DarkRay_Berserker_Gauntlet'
'7011','igqsa56','DarkRay_Small_Hora_Armlet'
'7012','igqsa57','DarkRay_Noble_Gloves'
'7013','igqsa58','DarkRay_JMHora_Gauntlet'
'7014','igqsa59','DarkRay_Ranger_Armlet'
'7015','igqsa60','DarkRay_Decem_Gloves'
'7016','igqsa61','DarkRay_Powersuit_Arm'
'7017','igqsa62','DarkRay_Hora_Piece_Arm'
'7018','igqsa63','DarkRay_Normal_EW_Arm'
'7019','igqsa64','DarkRay_Golden_Gauntlet'
'7020','igqsa65','DarkRay_Lease_Armlet'
'7021','igqsa66','DarkRay_NobleHora_Gloves'
'7022','igqsa67','DarkRay_Bone_Gauntlet'
'7023','igqsa68','DarkRay_Azl_Raiment_Armlet'
'7024','igqsa69','DarkRay_Dru_Gloves'
'7025','igqsa70','DarkRay_Temple_Beam_Arm'
'7026','igqsa71','DarkRay_Metal_Per_Arm'
'7027','igqsa72','DarkRay_EW_Arm'
'7028','igqsa73','DarkRay_Armion_Gauntlet'
'7029','igqsa74','DarkRay_Rage_Armlet'
'7030','igqsa75','DarkRay_Argo_Gloves'
'7031','igqsa76','DarkRay_Crusader_Gauntlet'
'7032','igqsa77','DarkRay_Lunatic_Armlet'
'7033','igqsa78','DarkRay_Storm_Gloves'
'7034','igqsa79','DarkRay_Titan_Arm'
'7035','igqsa80','DarkRay_Phantom_Arm'
'7036','igqsa81','DarkRay_COS_Arm'
'7037','igqsa82','DarkRay_Black_Magnetic_Gauntlet'
'7038','igqsa83','DarkRay_Black_Feather_Armlet'
'7039','igqsa84','DarkRay_Black_Baal_Gloves'
'7040','igqsa85','DarkRay_Black_Rogue_Gauntlet'
'7041','igqsa86','DarkRay_Black_Velocity_Armlet'
'7042','igqsa87','DarkRay_Black_Shaman_Gloves'
'7043','igqsa88','DarkRay_Black_Alloy_Arm'
'7044','igqsa89','DarkRay_Black_Vacuum_Arm'
'7045','igqsa90','DarkRay_Black_Launcher_Arm'
'7046','igbpc11','Cafe_Only_Warrior_Gloves(Bellato)'
'7047','igbpc12','Cafe_Only_Ranger_Gloves(Bellato)'
'7048','igbpc13','Cafe_Only_Force_Gloves(Bellato)'
'7049','igcpc11','Cafe_Only_Warrior_Gloves(Cora)'
'7050','igcpc12','Cafe_Only_Ranger_Gloves(Cora)'
'7051','igcpc13','Cafe_Only_Force_Gloves(Cora)'
'7052','igapc11','Cafe_Only_Warrior_Gloves(Accretia)'
'7053','igapc12','Cafe_Only_Ranger_Gloves(Accretia)'
'7054','igapc13','Cafe_Only_Launcher_Gloves(Accretia)'
'7055','igbpc21','Cafe_Only_Warrior_Gloves(Bellato)'
'7056','igbpc22','Cafe_Only_Ranger_Gloves(Bellato)'
'7057','igbpc23','Cafe_Only_Force_Gloves(Bellato)'
'7058','igcpc21','Cafe_Only_Warrior_Gloves(Cora)'
'7059','igcpc22','Cafe_Only_Ranger_Gloves(Cora)'
'7060','igcpc23','Cafe_Only_Force_Gloves(Cora)'
'7061','igapc21','Cafe_Only_Warrior_Gloves(Accretia)'
'7062','igapc22','Cafe_Only_Ranger_Gloves(Accretia)'
'7063','igapc23','Cafe_Only_Launcher_Gloves(Accretia)'
'7064','igbpc31','Cafe_Only_Warrior_Gloves(Bellato)'
'7065','igbpc32','Cafe_Only_Ranger_Gloves(Bellato)'
'7066','igbpc33','Cafe_Only_Force_Gloves(Bellato)'
'7067','igcpc31','Cafe_Only_Warrior_Gloves(Cora)'
'7068','igcpc32','Cafe_Only_Ranger_Gloves(Cora)'
'7069','igcpc33','Cafe_Only_Force_Gloves(Cora)'
'7070','igapc31','Cafe_Only_Warrior_Gloves(Accretia)'
'7071','igapc32','Cafe_Only_Ranger_Gloves(Accretia)'
'7072','igapc33','Cafe_Only_Launcher_Gloves(Accretia)'
'7073','igbpc41','Cafe_Only_Warrior_Gloves(Bellato)'
'7074','igbpc42','Cafe_Only_Ranger_Gloves(Bellato)'
'7075','igbpc44','Cafe_Only_Force_Gloves(Bellato)'
'7076','igcpc41','Cafe_Only_Warrior_Gloves(Cora)'
'7077','igcpc42','Cafe_Only_Ranger_Gloves(Cora)'
'7078','igcpc43','Cafe_Only_Force_Gloves(Cora)'
'7079','igapc41','Cafe_Only_Warrior_Gloves(Accretia)'
'7080','igapc42','Cafe_Only_Ranger_Gloves(Accretia)'
'7081','igapc43','Cafe_Only_Launcher_Gloves(Accretia)'
'7082','igbwk55','Tempestia_Black_magnetic_guntlet(BellatoWarrior)'
'7083','igbrk55','Tempestia_Black_feather_armlet(BellatoRanger)'
'7084','igbfk55','Tempestia_Black_Bahal_glove(BellatoForce)'
'7085','igcwk55','Tempestia_Black_Rogue_Guntlet(CoraWarrior)'
'7086','igcrk55','Tempestia_Black_Bellacity_armlet(CoraRanger)'
'7087','igcfk55','Tempestia_Black_Sherman_Glove(CoraForce)'
'7088','igawk55','Tempestia_Black_Elloy_arm(AccretiaWarrior)'
'7089','igark55','Tempestia_Black_Vacum_arm(AccretiaRanger)'
'7090','igafk55','Tempestia_Black_launcher_arm(Accretialauncher)'
'7091','igbwa57','Titan_Gauntlet(BellatoWarriorTypeNormal)'
'7092','igbwb57','Titan_Gauntlet_[Rare_B](BellatoWarriorTypeB)'
'7093','igbra57','Antiless_Armlet(BellatoRangerTypeNormal)'
'7094','igbrb57','Antiless_Armlet_[Rare_B](BellatoRangerTypeB)'
'7095','igbfa57','Nias_Glove(BellatoForceTypeNormal)'
'7096','igbfb57','Nias_Glove_[Rare_B](BellatoForceTypeB)'
'7097','igcwa57','Taurus_Gauntlet(CoraWarriorTypeNormal)'
'7098','igcwb57','Taurus_Gauntlet_[Rare_B](CoraWarriorTypeB)'
'7099','igcra57','Sajitarius_Armlet(CoraRangerTypeNormal)'
'7100','igcrb57','Sajitarius_Armlet_[Rare_B](CoraRangerTypeB)'
'7101','igcfa57','Airless_Glove(CoraForceTypeNormal)'
'7102','igcfb57','Airless_Glove_[Rare_B](CoraForceTypeB)'
'7103','igawa57','WarMachine_Arm(AccretiaWarriorTypeNormal)'
'7104','igawb57','WarMachine_Arm_[Rare_B](AccretiaWarriorTypeB)'
'7105','igara57','Breach_Arm(AccretiaRangerTypeNormal)'
'7106','igarb57','Breach_Arm_[Rare_B](AccretiaRangerTypeB)'
'7107','igafa57','BusterGear_Arm(AccretiaBusterGearTypeNormal)'
'7108','igafb57','BusterGear_Arm_[Rare_B](AccretiaBusterGearTypeB)'
'7109','igbwa60','Divine_Titan_Gauntlet(BellatoWarriorTypeNormal)'
'7110','igbwb60','Divine_Titan_Gauntlet_[Rare_B](BellatoWarriorTypeB)'
'7111','igbra60','Divine_Antiless_Armlet(BellatoRangerTypeNormal)'
'7112','igbrb60','Divine_Antiless_Armlet_[Rare_B](BellatoRangerTypeB)'
'7113','igbfa60','Divine_Nias_Glove(BellatoForceTypeNormal)'
'7114','igbfb60','Divine_Nias_Glove_[Rare_B](BellatoForceTypeB)'
'7115','igcwa60','Divine_Taurus_Gauntlet(CoraWarriorTypeNormal)'
'7116','igcwb60','Divine_Taurus_Gauntlet_[Rare_B](CoraWarriorTypeB)'
'7117','igcra60','Divine_Sajitarius_Armlet(CoraRangerTypeNormal)'
'7118','igcrb60','Divine_Sajitarius_Armlet_[Rare_B](CoraRangerTypeB)'
'7119','igcfa60','Divine_Airless_Glove(CoraForceTypeNormal)'
'7120','igcfb60','Divine_Airless_Glove_[Rare_B](CoraForceTypeB)'
'7121','igawa60','Divine_WarMachine_Arm(AccretiaWarriorTypeNormal)'
'7122','igawb60','Divine_WarMachine_Arm_[Rare_B](AccretiaWarriorTypeB)'
'7123','igara60','Divine_Breach_Arm(AccretiaRangerTypeNormal)'
'7124','igarb60','Divine_Breach_Arm_[Rare_B](AccretiaRangerTypeB)'
'7125','igafa60','Divine_BusterGear_Arm(AccretiaBusterGearTypeNormal)'
'7126','igafb60','Divine_BusterGear_Arm_[Rare_B](AccretiaBusterGearTypeB)'
'7127','igbwa63','Sublime_Titan_Gauntlet(BellatoWarriorTypeNormal)'
'7128','igbwb63','Sublime_Titan_Gauntlet_[Rare_B](BellatoWarriorTypeB)'
'7129','igbra63','Sublime_Antiless_Armlet(BellatoRangerTypeNormal)'
'7130','igbrb63','Sublime_Antiless_Armlet_[Rare_B](BellatoRangerTypeB)'
'7131','igbfa63','Sublime_Nias_Glove(BellatoForceTypeNormal)'
'7132','igbfb63','Sublime_Nias_Glove_[Rare_B](BellatoForceTypeB)'
'7133','igcwa63','Sublime_Taurus_Gauntlet(CoraWarriorTypeNormal)'
'7134','igcwb63','Sublime_Taurus_Gauntlet_[Rare_B](CoraWarriorTypeB)'
'7135','igcra63','Sublime_Sajitarius_Armlet(CoraRangerTypeNormal)'
'7136','igcrb63','Sublime_Sajitarius_Armlet_[Rare_B](CoraRangerTypeB)'
'7137','igcfa63','Sublime_Airless_Glove(CoraForceTypeNormal)'
'7138','igcfb63','Sublime_Airless_Glove_[Rare_B](CoraForceTypeB)'
'7139','igawa63','Sublime_WarMachine_Arm(AccretiaWarriorTypeNormal)'
'7140','igawb63','Sublime_WarMachine_Arm_[Rare_B](AccretiaWarriorTypeB)'
'7141','igara63','Sublime_Breach_Arm(AccretiaRangerTypeNormal)'
'7142','igarb63','Sublime_Breach_Arm_[Rare_B](AccretiaRangerTypeB)'
'7143','igafa63','Sublime_BusterGear_Arm(AccretiaBusterGearTypeNormal)'
'7144','igafb63','Sublime_BusterGear_Arm_[Rare_B](AccretiaBusterGearTypeB)'
'7145','igbwa65','Saint_Titan_Gauntlet(BellatoWarriorTypeNormal)'
'7146','igbwb65','Saint_Titan_Gauntlet_[Rare_B](BellatoWarriorTypeB)'
'7147','igbra65','Saint_Antiless_Armlet(BellatoRangerTypeNormal)'
'7148','igbrb65','Saint_Antiless_Armlet_[Rare_B](BellatoRangerTypeB)'
'7149','igbfa65','Saint_Nias_Glove(BellatoForceTypeNormal)'
'7150','igbfb65','Saint_Nias_Glove_[Rare_B](BellatoForceTypeB)'
'7151','igcwa65','Saint_Taurus_Gauntlet(CoraWarriorTypeNormal)'
'7152','igcwb65','Saint_Taurus_Gauntlet_[Rare_B](CoraWarriorTypeB)'
'7153','igcra65','Saint_Sajitarius_Armlet(CoraRangerTypeNormal)'
'7154','igcrb65','Saint_Sajitarius_Armlet_[Rare_B](CoraRangerTypeB)'
'7155','igcfa65','Saint_Airless_Glove(CoraForceTypeNormal)'
'7156','igcfb65','Saint_Airless_Glove_[Rare_B](CoraForceTypeB)'
'7157','igawa65','Saint_WarMachine_Arm(AccretiaWarriorTypeNormal)'
'7158','igawb65','Saint_WarMachine_Arm_[Rare_B](AccretiaWarriorTypeB)'
'7159','igara65','Saint_Breach_Arm(AccretiaRangerTypeNormal)'
'7160','igarb65','Saint_Breach_Arm_[Rare_B](AccretiaRangerTypeB)'
'7161','igafa65','Saint_BusterGear_Arm(AccretiaBusterGearTypeNormal)'
'7162','igafb65','Saint_BusterGear_Arm_[Rare_B](AccretiaBusterGearTypeB)'
'7163','igbwg55','Golden_Black_Magnetic_Gauntlet(BellatoWarriorTypeB)'
'7164','igbrg55','Golden_Black_Pedder_Armlet(BellatoRangerTypeB)'
'7165','igbfg55','Golden_Black_Bahal_Glove(BellatoForceTypeB)'
'7166','igcwg55','Golden_Black_Rogge_Gauntlet(CoraWarriorTypeB)'
'7167','igcrg55','Golden_Black_Bellacity_Armlet(CoraRangerTypeB)'
'7168','igcfg55','Golden_Black_Shaman_Glove(CoraForceTypeB)'
'7169','igawg55','Golden_Black_Eloi_Arm(AccretiaWarriorTypeB)'
'7170','igarg55','Golden_Black_Vecum_Arm(AccretiaRangerTypeB)'
'7171','igafg55','Gloden_Black_Launcher_Arm(AccretiaLauncherTypeB)'
'7172','igbwp53','Internet_Cafe_use_only_WarriorType_Gauntlet(Bellato)'
'7173','igbrp53','Internet_Cafe_use_only_RangerType_Gauntlet(Bellato)'
'7174','igbfp53','Internet_Cafe_use_only_ForceType_Gauntlet(Bellato)'
'7175','igcwp53','Internet_Cafe_use_only_WarriorType_Gauntlet(Cora)'
'7176','igcrp53','Internet_Cafe_use_only_RangerType_Gauntlet(Cora)'
'7177','igcfp53','Internet_Cafe_use_only_ForceType_Gauntlet(Cora)'
'7178','igawp53','Internet_Cafe_use_only_WarriorType_Gauntlet(Accretia)'
'7179','igarp53','Internet_Cafe_use_only_RangerType_Gauntlet(Accretia)'
'7180','igafp53','Internet_Cafe_use_only_LauncherType_Gauntlet(Accretia)'
'7181','igbwp55','Internet_Cafe_use_only_WarriorType_Gauntlet(Bellato)'
'7182','igbrp55','Internet_Cafe_use_only_RangerType_Gauntlet(Bellato)'
'7183','igbfp55','Internet_Cafe_use_only_ForceType_Gauntlet(Bellato)'
'7184','igcwp55','Internet_Cafe_use_only_WarriorType_Gauntlet(Cora)'
'7185','igcrp55','Internet_Cafe_use_only_RangerType_Gauntlet(Cora)'
'7186','igcfp55','Internet_Cafe_use_only_ForceType_Gauntlet(Cora)'
'7187','igawp55','Internet_Cafe_use_only_WarriorType_Gauntlet(Accretia)'
'7188','igarp55','Internet_Cafe_use_only_RangerType_Gauntlet(Accretia)'
'7189','igafp55','Internet_Cafe_use_only_LauncherType_Gauntlet(Accretia)'
'7190','igbwp57','Internet_Cafe_use_only_WarriorType_Gauntlet(Bellato)'
'7191','igbrp57','Internet_Cafe_use_only_RangerType_Gauntlet(Bellato)'
'7192','igbfp57','Internet_Cafe_use_only_ForceType_Gauntlet(Bellato)'
'7193','igcwp57','Internet_Cafe_use_only_WarriorType_Gauntlet(Cora)'
'7194','igcrp57','Internet_Cafe_use_only_RangerType_Gauntlet(Cora)'
'7195','igcfp57','Internet_Cafe_use_only_ForceType_Gauntlet(Cora)'
'7196','igawp57','Internet_Cafe_use_only_WarriorType_Gauntlet(Accretia)'
'7197','igarp57','Internet_Cafe_use_only_RangerType_Gauntlet(Accretia)'
'7198','igafp57','Internet_Cafe_use_only_LauncherType_Gauntlet(Accretia)'
