'0','iwkna01','Dagger(A)'
'8391','iwlxc40','Leon`s_Thrower(3)'
'8392','iwkxa45','Leon`s_Sickle_Knife(1)'
'8393','iwkxb45','Leon`s_Sickle_Knife(2)'
'8394','iwkxc45','Leon`s_Sickle_Knife(3)'
'8395','iwsxa45','Leon`s_Field_Lance(1)'
'8396','iwsxb45','Leon`s_Field_Lance(2)'
'8397','iwsxc45','Leon`s_Field_Lance(3)'
'8398','iwtxa45','Leon`s_Sickle_Staff(1)'
'8399','iwtxb45','Leon`s_Sickle_Staff(2)'
'8400','iwtxc45','Leon`s_Sickle_Staff(3)'
'8401','iwbxa45','Leon`s_Beam_Gun_Bow(1)'
'8402','iwbxb45','Leon`s_Beam_Gun_Bow(2)'
'8403','iwbxc45','Leon`s_Beam_Gun_Bow(3)'
'8404','iwfxa45','Leon`s_Vulcan(1)'
'8405','iwfxb45','Leon`s_Vulcan(2)'
'8406','iwfxc45','Leon`s_Vulcan(3)'
'8407','iwlxa45','Leon`s_Missile_Launcher(1)'
'8408','iwlxb45','Leon`s_Missile_Launcher(2)'
'8409','iwlxc45','Leon`s_Missile_Launcher(3)'
'8410','iwkxa50','Leon`s_Hora_Knife(1)'
'8411','iwkxb50','Leon`s_Hora_Knife(2)'
'8412','iwkxc50','Leon`s_Hora_Knife(3)'
'8413','iwsxa50','Leon`s_Hora_Spear(1)'
'8414','iwsxb50','Leon`s_Hora_Spear(2)'
'8415','iwsxc50','Leon`s_Hora_Spear(3)'
'8416','iwtxa50','Leon`s_Hora_Staff(1)'
'8417','iwtxb50','Leon`s_Hora_Staff(2)'
'8418','iwtxc50','Leon`s_Hora_Staff(3)'
'8419','iwbxa50','Leon`s_Hora_Bow(1)'
'8420','iwbxb50','Leon`s_Hora_Bow(2)'
'8421','iwbxc50','Leon`s_Hora_Bow(3)'
'8422','iwfxa50','Leon`s_Hora_Vulcan(1)'
'8423','iwfxb50','Leon`s_Hora_Vulcan(2)'
'8424','iwfxc50','Leon`s_Hora_Vulcan(3)'
'8425','iwlxa50','Leon`s_Hora_Faust(1)'
'8426','iwlxb50','Leon`s_Hora_Faust(2)'
'8427','iwlxc50','Leon`s_Hora_Faust(3)'
'8428','iwmas45','Hammer_Of_Doom(S)'
'8429','iwaxs46','Black_Lowling(S)'
'8430','iwkns47','Torrefic_Socom(S)'
'8431','iwkns48','Mine_Pressure(S)'
'8432','iwaxs49','Oriul(S)'
'8433','iwmes45','Hammer_of_hypocrat(S)'
'8434','iwsws46','Dark_Call(S)'
'8435','iwaxs47','Rock_Crusher(S)'
'8436','iwaxs48','Blood_Sucker(S)'
'8437','iwmas49','Judgement(S)'
'8438','iwfis45','M-134SA_`Vampyre`(S)'
'8439','iwfis46','SPA-8E_`Riot`(S)'
'8440','iwfis47','ST-34G_`Song_of_terror`(S)'
'8441','iwfis48','P.E.C-R01_`Plasma_Beast`(S)'
'8442','iwfis49','STG-000_`Pintress`(S)'
'8443','iwbos45','Scarlet(S)'
'8444','iwbos46','Nemesis(S)'
'8445','iwbos47','BB-14A2_`Mice_Custom`(S)'
'8446','iwbos48','Altemis(S)'
'8447','iwbos49','Eye_Vareth(S)'
'8448','iwsts45','Rainbow_Staff(S)'
'8449','iwsts46','Prism_Tale(S)'
'8450','iwsts47','Razing_Booster(S)'
'8451','iwsts48','Fugewub(S)'
'8452','iwsts49','Rumrazine(S)'
'8453','iwlus45','ASS-17-B_`Gigantes`(S)'
'8454','iwfls48','FS-666_`Nine_Hell`(S)'
'8455','iwfas49','YZ-R01_`Meteor`(S)'
'8456','iwknd02','Izen_Ritter`s_Back_Blade(High)'
'8457','iwknd03','Sealed_Izen_Ritter`s_Back_Blade(Low)'
'8458','iwswd01','Man_Eater(High)'
'8459','iwswd02','Sealed_Man_Eater(Low)'
'8460','iwaxd02','Armor_Killer(High)'
'8461','iwaxd03','The_End(High)'
'8462','iwaxd06','Sealed_Armor_Killer(Low)'
'8463','iwaxd07','Sealed_The_End(Low)'
'8464','iwmad02','Cretin_Toel(High)'
'8465','iwmad03','Blunt_of_Oblivion(High)'
'8466','iwmad06','Sealed_Cretin_Toel(Low)'
'8467','iwmad07','Sealed_Blunt_of_Oblivion(Low)'
'8468','iwstd02','Accelleon(High)'
'8469','iwstd06','Sealed_Accelleon(Low)'
'8470','iwspd02','Vengeance(High)'
'8471','iwspd06','Sealed_Vengeance(Low)'
'8472','iwbod01','Valkyrie(High)'
'8473','iwbod02','Chimera(High)'
'8474','iwbod03','Sealed_Valkyrie(Low)'
'8475','iwbod06','Sealed_Chimera(Low)'
'8476','iwfid04','Double_Hiiter(High)'
'8477','iwfid06','M-72_Dark_Bullet(High)'
'8478','iwfid08','MG-L-073_Lightning(High)'
'8479','iwfid09','Beast(High)'
'8480','iwfid11','Sealed_Double_Hiiter(Low)'
'8481','iwfid13','Sealed_M-72_Dark_Bullet(Low)'
'8482','iwfid16','Sealed_MG-L-073_Lightning(Low)'
'8483','iwfid17','Sealed_Beast(Low)'
'8484','iwlud04','Cerberus(High)'
'8485','iwlud05','Sealed_Cerberus(Low)'
'8486','iwfld04','Inferno(High)'
'8487','iwfld05','Sealed_Inferno(Low)'
'8488','iwfad04','Titan(High)'
'8489','iwfad05','Sealed_Titan(Low)'
'8490','iwgea00','Training_Normal_Grenade_Launcher(Normal)'
'8491','iwlua51','Hora_Akeron_Launcher(Normal)'
'8492','iwlub51','Intense_Hora_Akeron_Launcher(B)'
'8493','iwkbd46','Baal_Hamon`s_Gun_Blade(Relic)'
'8494','iwsbd46','Baal_Hamon`s_Black_Stick_Bid(Relic)'
'8495','iwkbd51','Baal_Hamon`s_Gun_Blade(Relic)'
'8496','iwsbd51','Baal_Hamon`s_Black_Stick_Bid(Relic)'
'8497','iwmtb01','Mining_Tool(Bellato_bug)'
'8498','iwmtc01','Mining_Tool(Cora_bug)'
'8499','iwmta01','Mining_Tool(Accretia_bug)'
'8500','iwkna55','Dark_Beam_Saber(Normal)'
'8501','iwknb55','Intense_Dark_Beam_Saber(B)'
'8502','iwswa55','Dark_Beam_Sword(Normal)'
'8503','iwswb55','Intense_Dark_Beam_Sword(B)'
'8504','iwaxa55','Dark_Bullova(Normal)'
'8505','iwaxb55','Intense_Dark_Bullova(B)'
'8506','iwmaa55','Dark_Beam_Pressure(Normal)'
'8507','iwmab55','Intense_Dark_Beam_Pressure(B)'
'8508','iwspa55','Black_Lance(Normal)'
'8509','iwspb55','Intense_Black_Lance(B)'
'8510','iwboa55','Black_Siege_Bow(Normal)'
'8511','iwbob55','Intense_Black_Siege_Bow(B)'
'8512','iwfia55','Dark_Gatling(Normal)'
'8513','iwfib55','Intense_Dark_Gatling(B)'
'8514','iwlua55','Dark_Flame_Launcher(Normal)'
'8515','iwlub55','Intense_Dark_Flame_Launcher(B)'
'8516','iwdaa55','Dark_Wing(Normal)'
'8517','iwsta55','Dark_Staff(Normal)'
'8518','iwevt01','Snow_Spray(Winter_Event)'
'8519','iwstb55','Intense_Dark_Staff(B)'
'8520','iwgea55','Black_Grenade_Launcher(Normal)'
'8521','iwgeb55','Intense_Black_Grenade_Launcher(B)'
'8522','iwnew00','Archon`s_Authority'
'8523','iwkha55','Wind_Dark_Beam_Saber'
'8524','iwkhb55','Endurance_Dark_Beam_Saber'
'8525','iwkhc55','Fine_Dark_Beam_Saber'
'8526','iwkhd55','Smart_Dark_Beam_Saber'
'8527','iwkhe55','Strong_Dark_Beam_Saber'
'8528','iwkhf55','Solid_Dark_Beam_Saber'
'8529','iwkhg55','Strength_Dark_Beam_Saber'
'8530','iwkhh55','Advanced_Strength_Dark_Beam_Saber'
'8531','iwkhi55','Vampiric_Dark_Beam_Saber'
'8532','iwkhj55','Guardian_Dark_Beam_Saber'
'8533','iwkhk55','Sharp_Dark_Beam_Saber'
'8534','iwkhl55','Grand_Dark_Beam_Saber'
'8535','iwkja55','Wind_Intense_Dark_Beam_Saber(55)'
'8536','iwkjb55','Endurance_Intense_Dark_Beam_Saber(55)'
'8537','iwkjc55','Fine_Intense_Dark_Beam_Saber(55)'
'8538','iwkjd55','Smart_Intense_Dark_Beam_Saber(55)'
'8539','iwkje55','Strong_Intense_Dark_Beam_Saber(55)'
'8540','iwkjf55','Solid_Intense_Dark_Beam_Saber(55)'
'8541','iwkjg55','Strength_Intense_Dark_Beam_Saber(55)'
'8542','iwkjh55','Advanced_Strength_Intense_Dark_Beam_Saber(55)'
'8543','iwkji55','Vampiric_Intense_Dark_Beam_Saber(55)'
'8544','iwkjj55','Guardian_Intense_Dark_Beam_Saber(55)'
'8545','iwkjk55','Sharp_Intense_Dark_Beam_Saber(55)'
'8546','iwkjl55','Grand_Intense_Dark_Beam_Saber(55)'
'8547','iwsha55','Wind_Dark_Beam_Sword'
'8548','iwshb55','Endurance_Dark_Beam_Sword'
'8549','iwshc55','Fine_Dark_Beam_Sword'
'8550','iwshd55','Smart_Dark_Beam_Sword'
'8551','iwshe55','Strong_Dark_Beam_Sword'
'8552','iwshf55','Solid_Dark_Beam_Sword'
'8553','iwshg55','Strength_Dark_Beam_Sword'
'8554','iwshh55','Advanced_Strength_Dark_Beam_Sword'
'8555','iwshi55','Vampiric_Dark_Beam_Sword'
'8556','iwshj55','Guardian_Dark_Beam_Sword'
'8557','iwshk55','Sharp_Dark_Beam_Sword'
'8558','iwshl55','Grand_Dark_Beam_Sword'
'8559','iwsja55','Wind_Intense_Dark_Beam_Sword(55)'
'8560','iwsjb55','Endurance_Intense_Dark_Beam_Sword(55)'
'8561','iwsjc55','Fine_Intense_Dark_Beam_Sword(55)'
'8562','iwsjd55','Smart_Intense_Dark_Beam_Sword(55)'
'8563','iwsje55','Strong_Intense_Dark_Beam_Sword(55)'
'8564','iwsjf55','Solid_Intense_Dark_Beam_Sword(55)'
'8565','iwsjg55','Strength_Intense_Dark_Beam_Sword(55)'
'8566','iwsjh55','Advanced_Strength_Intense_Dark_Beam_Sword(55)'
'8567','iwsji55','Vampiric_Intense_Dark_Beam_Sword(55)'
'8568','iwsjj55','Guardian_Intense_Dark_Beam_Sword(55)'
'8569','iwsjk55','Sharp_Intense_Dark_Beam_Sword(55)'
'8570','iwsjl55','Grand_Intense_Dark_Beam_Sword(55)'
'8571','iwxha55','Wind_Dark_Bullova'
'8572','iwxhb55','Endurance_Dark_Bullova'
'8573','iwxhc55','Fine_Dark_Bullova'
'8574','iwxhd55','Smart_Dark_Bullova'
'8575','iwxhe55','Strong_Dark_Bullova'
'8576','iwxhf55','Solid_Dark_Bullova'
'8577','iwxhg55','Strength_Dark_Bullova'
'8578','iwxhh55','Advanced_Strength_Dark_Bullova'
'8579','iwxhi55','Vampiric_Dark_Bullova'
'8580','iwxhj55','Guardian_Dark_Bullova'
'8581','iwxhk55','Sharp_Dark_Bullova'
'8582','iwxhl55','Grand_Dark_Bullova'
'8583','iwxja55','Wind_Intense_Dark_Bullova(55)'
'8584','iwxjb55','Endurance_Intense_Dark_Bullova(55)'
'8585','iwxjc55','Fine_Intense_Dark_Bullova(55)'
'8586','iwxjd55','Smart_Intense_Dark_Bullova(55)'
'8587','iwxje55','Strong_Intense_Dark_Bullova(55)'
'8588','iwxjf55','Solid_Intense_Dark_Bullova(55)'
'8589','iwxjg55','Strength_Intense_Dark_Bullova(55)'
'8590','iwxjh55','Advanced_Strength_Intense_Dark_Bullova(55)'
'8591','iwxji55','Vampiric_Intense_Dark_Bullova(55)'
'8592','iwxjj55','Guardian_Intense_Dark_Bullova(55)'
'8593','iwxjk55','Sharp_Intense_Dark_Bullova(55)'
'8594','iwxjl55','Grand_Intense_Dark_Bullova(55)'
'8595','iwmha55','Wind_Dark_Beam_Pressure'
'8596','iwmhb55','Endurance_Dark_Beam_Pressure'
'8597','iwmhc55','Fine_Dark_Beam_Pressure'
'8598','iwmhd55','Smart_Dark_Beam_Pressure'
'8599','iwmhe55','Strong_Dark_Beam_Pressure'
'8600','iwmhf55','Solid_Dark_Beam_Pressure'
'8601','iwmhg55','Strength_Dark_Beam_Pressure'
'8602','iwmhh55','Advanced_Strength_Dark_Beam_Pressure'
'8603','iwmhi55','Vampiric_Dark_Beam_Pressure'
'8604','iwmhj55','Guardian_Dark_Beam_Pressure'
'8605','iwmhk55','Sharp_Dark_Beam_Pressure'
'8606','iwmhl55','Grand_Dark_Beam_Pressure'
'8607','iwmja55','Wind_Intense_Dark_Beam_Pressure(55)'
'8608','iwmjb55','Endurance_Intense_Dark_Beam_Pressure(55)'
'8609','iwmjc55','Fine_Intense_Dark_Beam_Pressure(55)'
'8610','iwmjd55','Smart_Intense_Dark_Beam_Pressure(55)'
'8611','iwmje55','Strong_Intense_Dark_Beam_Pressure(55)'
'8612','iwmjf55','Solid_Intense_Dark_Beam_Pressure(55)'
'8613','iwmjg55','Strength_Intense_Dark_Beam_Pressure(55)'
'8614','iwmjh55','Advanced_Strength_Intense_Dark_Beam_Pressure(55)'
'8615','iwmji55','Vampiric_Intense_Dark_Beam_Pressure(55)'
'8616','iwmjj55','Guardian_Intense_Dark_Beam_Pressure(55)'
'8617','iwmjk55','Sharp_Intense_Dark_Beam_Pressure(55)'
'8618','iwmjl55','Grand_Intense_Dark_Beam_Pressure(55)'
'8619','iwpha55','Wind_Black_Lance'
'8620','iwphb55','Endurance_Black_Lance'
'8621','iwphc55','Fine_Black_Lance'
'8622','iwphd55','Smart_Black_Lance'
'8623','iwphe55','Strong_Black_Lance'
'8624','iwphf55','Solid_Black_Lance'
'8625','iwphg55','Strength_Black_Lance'
'8626','iwphh55','Advanced_Strength_Black_Lance'
'8627','iwphi55','Vampiric_Black_Lance'
'8628','iwphj55','Guardian_Black_Lance'
'8629','iwphk55','Sharp_Black_Lance'
'8630','iwphl55','Grand_Black_Lance'
'8631','iwpja55','Wind_Intense_Black_Lance(55)'
'8632','iwpjb55','Endurance_Intense_Black_Lance(55)'
'8633','iwpjc55','Fine_Intense_Black_Lance(55)'
'8634','iwpjd55','Smart_Intense_Black_Lance(55)'
'8635','iwpje55','Strong_Intense_Black_Lance(55)'
'8636','iwpjf55','Solid_Intense_Black_Lance(55)'
'8637','iwpjg55','Strength_Intense_Black_Lance(55)'
'8638','iwpjh55','Advanced_Strength_Intense_Black_Lance(55)'
'8639','iwpji55','Vampiric_Intense_Black_Lance(55)'
'8640','iwpjj55','Guardian_Intense_Black_Lance(55)'
'8641','iwpjk55','Sharp_Intense_Black_Lance(55)'
'8642','iwpjl55','Grand_Intense_Black_Lance(55)'
'8643','iwbha55','Wind_Black_Siege_Bow'
'8644','iwbhb55','Endurance_Black_Siege_Bow'
'8645','iwbhc55','Fine_Black_Siege_Bow'
'8646','iwbhd55','Smart_Black_Siege_Bow'
'8647','iwbhe55','Strong_Black_Siege_Bow'
'8648','iwbhf55','Solid_Black_Siege_Bow'
'8649','iwbhg55','Strength_Black_Siege_Bow'
'8650','iwbhh55','Advanced_Strength_Black_Siege_Bow'
'8651','iwbhi55','Vampiric_Black_Siege_Bow'
'8652','iwbhj55','Guardian_Black_Siege_Bow'
'8653','iwbhk55','Sharp_Black_Siege_Bow'
'8654','iwbhl55','Grand_Black_Siege_Bow'
'8655','iwbja55','Wind_Intense_Black_Siege_Bow(55)'
'8656','iwbjb55','Endurance_Intense_Black_Siege_Bow(55)'
'8657','iwbjc55','Fine_Intense_Black_Siege_Bow(55)'
'8658','iwbjd55','Smart_Intense_Black_Siege_Bow(55)'
'8659','iwbje55','Strong_Intense_Black_Siege_Bow(55)'
'8660','iwbjf55','Solid_Intense_Black_Siege_Bow(55)'
'8661','iwbjg55','Strength_Intense_Black_Siege_Bow(55)'
'8662','iwbjh55','Advanced_Strength_Intense_Black_Siege_Bow(55)'
'8663','iwbji55','Vampiric_Intense_Black_Siege_Bow(55)'
'8664','iwbjj55','Guardian_Intense_Black_Siege_Bow(55)'
'8665','iwbjk55','Sharp_Intense_Black_Siege_Bow(55)'
'8666','iwbjl55','Grand_Intense_Black_Siege_Bow(55)'
'8667','iwfha55','Wind_Dark_Gatling'
'8668','iwfhb55','Endurance_Dark_Gatling'
'8669','iwfhc55','Fine_Dark_Gatling'
'8670','iwfhd55','Smart_Dark_Gatling'
'8671','iwfhe55','Strong_Dark_Gatling'
'8672','iwfhf55','Solid_Dark_Gatling'
'8673','iwfhg55','Strength_Dark_Gatling'
'8674','iwfhh55','Advanced_Strength_Dark_Gatling'
'8675','iwfhi55','Vampiric_Dark_Gatling'
'8676','iwfhj55','Guardian_Dark_Gatling'
'8677','iwfhk55','Sharp_Dark_Gatling'
'8678','iwfhl55','Grand_Dark_Gatling'
'8679','iwfja55','Wind_Intense_Dark_Gatling(55)'
'8680','iwfjb55','Endurance_Intense_Dark_Gatling(55)'
'8681','iwfjc55','Fine_Intense_Dark_Gatling(55)'
'8682','iwfjd55','Smart_Intense_Dark_Gatling(55)'
'8683','iwfje55','Strong_Intense_Dark_Gatling(55)'
'8684','iwfjf55','Solid_Intense_Dark_Gatling(55)'
'8685','iwfjg55','Strength_Intense_Dark_Gatling(55)'
'8686','iwfjh55','Advanced_Strength_Intense_Dark_Gatling(55)'
'8687','iwfji55','Vampiric_Intense_Dark_Gatling(55)'
'8688','iwfjj55','Guardian_Intense_Dark_Gatling(55)'
'8689','iwfjk55','Sharp_Intense_Dark_Gatling(55)'
'8690','iwfjl55','Grand_Intense_Dark_Gatling(55)'
'8691','iwuha55','Wind_Dark_Flame_Launcher'
'8692','iwuhb55','Endurance_Dark_Flame_Launcher'
'8693','iwuhc55','Fine_Dark_Flame_Launcher'
'8694','iwuhd55','Smart_Dark_Flame_Launcher'
'8695','iwuhe55','Strong_Dark_Flame_Launcher'
'8696','iwuhf55','Solid_Dark_Flame_Launcher'
'8697','iwuhg55','Strength_Dark_Flame_Launcher'
'8698','iwuhh55','Advanced_Strength_Dark_Flame_Launcher'
'8699','iwuhi55','Vampiric_Dark_Flame_Launcher'
'8700','iwuhj55','Guardian_Dark_Flame_Launcher'
'8701','iwuhk55','Sharp_Dark_Flame_Launcher'
'8702','iwuhl55','Grand_Dark_Flame_Launcher'
'8703','iwuja55','Wind_Intense_Dark_Flame_Launcher(55)'
'8704','iwujb55','Endurance_Intense_Dark_Flame_Launcher(55)'
'8705','iwujc55','Fine_Intense_Dark_Flame_Launcher(55)'
'8706','iwujd55','Smart_Intense_Dark_Flame_Launcher(55)'
'8707','iwuje55','Strong_Intense_Dark_Flame_Launcher(55)'
'8708','iwujf55','Solid_Intense_Dark_Flame_Launcher(55)'
'8709','iwujg55','Strength_Intense_Dark_Flame_Launcher(55)'
'8710','iwujh55','Advanced_Strength_Intense_Dark_Flame_Launcher(55)'
'8711','iwuji55','Vampiric_Intense_Dark_Flame_Launcher(55)'
'8712','iwujj55','Guardian_Intense_Dark_Flame_Launcher(55)'
'8713','iwujk55','Sharp_Intense_Dark_Flame_Launcher(55)'
'8714','iwujl55','Grand_Intense_Dark_Flame_Launcher(55)'
'8715','iwtha55','Wind_Dark_Staff'
'8716','iwthb55','Endurance_Dark_Staff'
'8717','iwthc55','Fine_Dark_Staff'
'8718','iwthd55','Smart_Dark_Staff'
'8719','iwthe55','Strong_Dark_Staff'
'8720','iwthf55','Solid_Dark_Staff'
'8721','iwthg55','Strength_Dark_Staff'
'8722','iwthh55','Advanced_Strength_Dark_Staff'
'8723','iwthi55','Vampiric_Dark_Staff'
'8724','iwthj55','Guardian_Dark_Staff'
'8725','iwthk55','Sharp_Dark_Staff'
'8726','iwthl55','Grand_Dark_Staff'
'8727','iwtja55','Wind_Intense_Dark_Staff(55)'
'8728','iwtjb55','Endurance_Intense_Dark_Staff(55)'
'8729','iwtjc55','Fine_Intense_Dark_Staff(55)'
'8730','iwtjd55','Smart_Intense_Dark_Staff(55)'
'8731','iwtje55','Strong_Intense_Dark_Staff(55)'
'8732','iwtjf55','Solid_Intense_Dark_Staff(55)'
'8733','iwtjg55','Strength_Intense_Dark_Staff(55)'
'8734','iwtjh55','Advanced_Strength_Intense_Dark_Staff(55)'
'8735','iwtji55','Vampiric_Intense_Dark_Staff(55)'
'8736','iwtjj55','Guardian_Intense_Dark_Staff(55)'
'8737','iwtjk55','Sharp_Intense_Dark_Staff(55)'
'8738','iwtjl55','Grand_Intense_Dark_Staff(55)'
'8739','iwkka55','Wind_Intense_Dark_Beam_Saber(54)'
'8740','iwkkb55','Endurance_Intense_Dark_Beam_Saber(54)'
'8741','iwkkc55','Fine_Intense_Dark_Beam_Saber(54)'
'8742','iwkkd55','Smart_Intense_Dark_Beam_Saber(54)'
'8743','iwkke55','Strong_Intense_Dark_Beam_Saber(54)'
'8744','iwkkf55','Solid_Intense_Dark_Beam_Saber(54)'
'8745','iwkkg55','Strength_Intense_Dark_Beam_Saber(54)'
'8746','iwkkh55','Advanced_Strength_Intense_Dark_Beam_Saber(54)'
'8747','iwkki55','Vampiric_Intense_Dark_Beam_Saber(54)'
'8748','iwkkj55','Guardian_Intense_Dark_Beam_Saber(54)'
'8749','iwkkk55','Sharp_Intense_Dark_Beam_Saber(54)'
'8750','iwkkl55','Grand_Intense_Dark_Beam_Saber(54)'
'8751','iwska55','Wind_Intense_Dark_Beam_Sword(54)'
'8752','iwskb55','Endurance_Intense_Dark_Beam_Sword(54)'
'8753','iwskc55','Fine_Intense_Dark_Beam_Sword(54)'
'8754','iwskd55','Smart_Intense_Dark_Beam_Sword(54)'
'8755','iwske55','Strong_Intense_Dark_Beam_Sword(54)'
'8756','iwskf55','Solid_Intense_Dark_Beam_Sword(54)'
'8757','iwskg55','Strength_Intense_Dark_Beam_Sword(54)'
'8758','iwskh55','Advanced_Strength_Intense_Dark_Beam_Sword(54)'
'8759','iwski55','Vampiric_Intense_Dark_Beam_Sword(54)'
'8760','iwskj55','Guardian_Intense_Dark_Beam_Sword(54)'
'8761','iwskk55','Sharp_Intense_Dark_Beam_Sword(54)'
'8762','iwskl55','Grand_Intense_Dark_Beam_Sword(54)'
'8763','iwxka55','Wind_Intense_Dark_Bullova(54)'
'8764','iwxkb55','Endurance_Intense_Dark_Bullova(54)'
'8765','iwxkc55','Fine_Intense_Dark_Bullova(54)'
'8766','iwxkd55','Smart_Intense_Dark_Bullova(54)'
'8767','iwxke55','Strong_Intense_Dark_Bullova(54)'
'8768','iwxkf55','Solid_Intense_Dark_Bullova(54)'
'8769','iwxkg55','Strength_Intense_Dark_Bullova(54)'
'8770','iwxkh55','Advanced_Strength_Intense_Dark_Bullova(54)'
'8771','iwxki55','Vampiric_Intense_Dark_Bullova(54)'
'8772','iwxkj55','Guardian_Intense_Dark_Bullova(54)'
'8773','iwxkk55','Sharp_Intense_Dark_Bullova(54)'
'8774','iwxkl55','Grand_Intense_Dark_Bullova(54)'
'8775','iwmka55','Wind_Intense_Dark_Beam_Pressure(54)'
'8776','iwmkb55','Endurance_Intense_Dark_Beam_Pressure(54)'
'8777','iwmkc55','Fine_Intense_Dark_Beam_Pressure(54)'
'8778','iwmkd55','Smart_Intense_Dark_Beam_Pressure(54)'
'8779','iwmke55','Strong_Intense_Dark_Beam_Pressure(54)'
'8780','iwmkf55','Solid_Intense_Dark_Beam_Pressure(54)'
'8781','iwmkg55','Strength_Intense_Dark_Beam_Pressure(54)'
'8782','iwmkh55','Advanced_Strength_Intense_Dark_Beam_Pressure(54)'
'8783','iwmki55','Vampiric_Intense_Dark_Beam_Pressure(54)'
'8784','iwmkj55','Guardian_Intense_Dark_Beam_Pressure(54)'
'8785','iwmkk55','Sharp_Intense_Dark_Beam_Pressure(54)'
'8786','iwmkl55','Grand_Intense_Dark_Beam_Pressure(54)'
'8787','iwpka55','Wind_Intense_Black_Lance(54)'
'8788','iwpkb55','Endurance_Intense_Black_Lance(54)'
'8789','iwpkc55','Fine_Intense_Black_Lance(54)'
'8790','iwpkd55','Smart_Intense_Black_Lance(54)'
'8791','iwpke55','Strong_Intense_Black_Lance(54)'
'8792','iwpkf55','Solid_Intense_Black_Lance(54)'
'8793','iwpkg55','Strength_Intense_Black_Lance(54)'
'8794','iwpkh55','Advanced_Strength_Intense_Black_Lance(54)'
'8795','iwpki55','Vampiric_Intense_Black_Lance(54)'
'8796','iwpkj55','Guardian_Intense_Black_Lance(54)'
'8797','iwpkk55','Sharp_Intense_Black_Lance(54)'
'8798','iwpkl55','Grand_Intense_Black_Lance(54)'
'8799','iwbka55','Wind_Intense_Black_Siege_Bow(54)'
'8800','iwbkb55','Endurance_Intense_Black_Siege_Bow(54)'
'8801','iwbkc55','Fine_Intense_Black_Siege_Bow(54)'
'8802','iwbkd55','Smart_Intense_Black_Siege_Bow(54)'
'8803','iwbke55','Strong_Intense_Black_Siege_Bow(54)'
'8804','iwbkf55','Solid_Intense_Black_Siege_Bow(54)'
'8805','iwbkg55','Strength_Intense_Black_Siege_Bow(54)'
'8806','iwbkh55','Advanced_Strength_Intense_Black_Siege_Bow(54)'
'8807','iwbki55','Vampiric_Intense_Black_Siege_Bow(54)'
'8808','iwbkj55','Guardian_Intense_Black_Siege_Bow(54)'
'8809','iwbkk55','Sharp_Intense_Black_Siege_Bow(54)'
'8810','iwbkl55','Grand_Intense_Black_Siege_Bow(54)'
'8811','iwfka55','Wind_Intense_Dark_Gatling(54)'
'8812','iwfkb55','Endurance_Intense_Dark_Gatling(54)'
'8813','iwfkc55','Fine_Intense_Dark_Gatling(54)'
'8814','iwfkd55','Smart_Intense_Dark_Gatling(54)'
'8815','iwfke55','Strong_Intense_Dark_Gatling(54)'
'8816','iwfkf55','Solid_Intense_Dark_Gatling(54)'
'8817','iwfkg55','Strength_Intense_Dark_Gatling(54)'
'8818','iwfkh55','Advanced_Strength_Intense_Dark_Gatling(54)'
'8819','iwfki55','Vampiric_Intense_Dark_Gatling(54)'
'8820','iwfkj55','Guardian_Intense_Dark_Gatling(54)'
'8821','iwfkk55','Sharp_Intense_Dark_Gatling(54)'
'8822','iwfkl55','Grand_Intense_Dark_Gatling(54)'
'8823','iwuka55','Wind_Intense_Dark_Flame_Launcher(54)'
'8824','iwukb55','Endurance_Intense_Dark_Flame_Launcher(54)'
'8825','iwukc55','Fine_Intense_Dark_Flame_Launcher(54)'
'8826','iwukd55','Smart_Intense_Dark_Flame_Launcher(54)'
'8827','iwuke55','Strong_Intense_Dark_Flame_Launcher(54)'
'8828','iwukf55','Solid_Intense_Dark_Flame_Launcher(54)'
'8829','iwukg55','Strength_Intense_Dark_Flame_Launcher(54)'
'8830','iwukh55','Advanced_Strength_Intense_Dark_Flame_Launcher(54)'
'8831','iwuki55','Vampiric_Intense_Dark_Flame_Launcher(54)'
'8832','iwukj55','Guardian_Intense_Dark_Flame_Launcher(54)'
'8833','iwukk55','Sharp_Intense_Dark_Flame_Launcher(54)'
'8834','iwukl55','Grand_Intense_Dark_Flame_Launcher(54)'
'8835','iwtka55','Wind_Intense_Dark_Staff(54)'
'8836','iwtkb55','Endurance_Intense_Dark_Staff(54)'
'8837','iwtkc55','Fine_Intense_Dark_Staff(54)'
'8838','iwtkd55','Smart_Intense_Dark_Staff(54)'
'8839','iwtke55','Strong_Intense_Dark_Staff(54)'
'8840','iwtkf55','Solid_Intense_Dark_Staff(54)'
'8841','iwtkg55','Strength_Intense_Dark_Staff(54)'
'8842','iwtkh55','Advanced_Strength_Intense_Dark_Staff(54)'
'8843','iwtki55','Vampiric_Intense_Dark_Staff(54)'
'8844','iwtkj55','Guardian_Intense_Dark_Staff(54)'
'8845','iwtkk55','Sharp_Intense_Dark_Staff(54)'
'8846','iwtkl55','Grand_Intense_Dark_Staff(54)'
'8847','iwkva55','Wind_Intense_Dark_Beam_Saber(53)'
'8848','iwkvb55','Endurance_Intense_Dark_Beam_Saber(53)'
'8849','iwkvc55','Fine_Intense_Dark_Beam_Saber(53)'
