'0','ildbf01','Default_Bellato_Male_Pants1'
'5668','iltry60','Sharp_Intense_Dark_Raiment_Slacks(C)'
'5669','iltrz60','Endurance_Intense_Dark_Raiment_Slacks(C)'
'5670','iltfq55','Advance_Strength_Intense_Black_Shaman_Trouser(C)'
'5671','iltfr55','Fine_Intense_Black_Shaman_Trouser(C)'
'5672','iltfs55','Strong_Intense_Black_Shaman_Trouser(C)'
'5673','iltft55','Solid_Intense_Black_Shaman_Trouser(C)'
'5674','iltfu55','Strength_Intense_Black_Shaman_Trouser(C)'
'5675','iltfv55','Protection_Intense_Black_Shaman_Trouser(C)'
'5676','iltfw55','Vampire_Intense_Black_Shaman_Trouser(C)'
'5677','iltfx55','Guardian_Intense_Black_Shaman_Trouser(C)'
'5678','iltfy55','Sharp_Intense_Black_Shaman_Trouser(C)'
'5679','iltfz55','Endurance_Intense_Black_Shaman_Trouser(C)'
'5680','iltfq60','Advance_Strength_Intense_Dark_Dru_Trouser(C)'
'5681','iltfr60','Fine_Intense_Dark_Dru_Trouser(C)'
'5682','iltfs60','Strong_Intense_Dark_Dru_Trouser(C)'
'5683','iltft60','Solid_Intense_Dark_Dru_Trouser(C)'
'5684','iltfu60','Strength_Intense_Dark_Dru_Trouser(C)'
'5685','iltfv60','Protection_Intense_Dark_Dru_Trouser(C)'
'5686','iltfw60','Vampire_Intense_Dark_Dru_Trouser(C)'
'5687','iltfx60','Guardian_Intense_Dark_Dru_Trouser(C)'
'5688','iltfy60','Sharp_Intense_Dark_Dru_Trouser(C)'
'5689','iltfz60','Endurance_Intense_Dark_Dru_Trouser(C)'
'5690','ilhwq55','Advance_Strength_Intense_Black_Alloy_Leg(C)'
'5691','ilhwr55','Fine_Intense_Black_Alloy_Leg(C)'
'5692','ilhws55','Strong_Intense_Black_Alloy_Leg(C)'
'5693','ilhwt55','Solid_Intense_Black_Alloy_Leg(C)'
'5694','ilhwu55','Strength_Intense_Black_Alloy_Leg(C)'
'5695','ilhwv55','Protection_Intense_Black_Alloy_Leg(C)'
'5696','ilhww55','Vampire_Intense_Black_Alloy_Leg(C)'
'5697','ilhwx55','Guardian_Intense_Black_Alloy_Leg(C)'
'5698','ilhwy55','Sharp_Intense_Black_Alloy_Leg(C)'
'5699','ilhwz55','Endurance_Intense_Black_Alloy_Leg(C)'
'5700','ilhwq60','Advance_Strength_Intense_Dark_Beam_Leg(C)'
'5701','ilhwr60','Fine_Intense_Dark_Beam_Leg(C)'
'5702','ilhws60','Strong_Intense_Dark_Beam_Leg(C)'
'5703','ilhwt60','Solid_Intense_Dark_Beam_Leg(C)'
'5704','ilhwu60','Strength_Intense_Dark_Beam_Leg(C)'
'5705','ilhwv60','Protection_Intense_Dark_Beam_Leg(C)'
'5706','ilhww60','Vampire_Intense_Dark_Beam_Leg(C)'
'5707','ilhwx60','Guardian_Intense_Dark_Beam_Leg(C)'
'5708','ilhwy60','Sharp_Intense_Dark_Beam_Leg(C)'
'5709','ilhwz60','Endurance_Intense_Dark_Beam_Leg(C)'
'5710','ilhrq55','Advance_Strength_Intense_Black_Vacuum_Leg(C)'
'5711','ilhrr55','Fine_Intense_Black_Vacuum_Leg(C)'
'5712','ilhrs55','Strong_Intense_Black_Vacuum_Leg(C)'
'5713','ilhrt55','Solid_Intense_Black_Vacuum_Leg(C)'
'5714','ilhru55','Strength_Intense_Black_Vacuum_Leg(C)'
'5715','ilhrv55','Protection_Intense_Black_Vacuum_Leg(C)'
'5716','ilhrw55','Vampire_Intense_Black_Vacuum_Leg(C)'
'5717','ilhrx55','Guardian_Intense_Black_Vacuum_Leg(C)'
'5718','ilhry55','Sharp_Intense_Black_Vacuum_Leg(C)'
'5719','ilhrz55','Endurance_Intense_Black_Vacuum_Leg(C)'
'5720','ilhrq60','Advance_Strength_Intense_Dark_Fur_Leg(C)'
'5721','ilhrr60','Fine_Intense_Dark_Fur_Leg(C)'
'5722','ilhrs60','Strong_Intense_Dark_Fur_Leg(C)'
'5723','ilhrt60','Solid_Intense_Dark_Fur_Leg(C)'
'5724','ilhru60','Strength_Intense_Dark_Fur_Leg(C)'
'5725','ilhrv60','Protection_Intense_Dark_Fur_Leg(C)'
'5726','ilhrw60','Vampire_Intense_Dark_Fur_Leg(C)'
'5727','ilhrx60','Guardian_Intense_Dark_Fur_Leg(C)'
'5728','ilhry60','Sharp_Intense_Dark_Fur_Leg(C)'
'5729','ilhrz60','Endurance_Intense_Dark_Fur_Leg(C)'
'5730','ilhfq55','Advance_Strength_Intense_Black_Launcher_Leg(C)'
'5731','ilhfr55','Fine_Intense_Black_Launcher_Leg(C)'
'5732','ilhfs55','Strong_Intense_Black_Launcher_Leg(C)'
'5733','ilhft55','Solid_Intense_Black_Launcher_Leg(C)'
'5734','ilhfu55','Strength_Intense_Black_Launcher_Leg(C)'
'5735','ilhfv55','Protection_Intense_Black_Launcher_Leg(C)'
'5736','ilhfw55','Vampire_Intense_Black_Launcher_Leg(C)'
'5737','ilhfx55','Guardian_Intense_Black_Launcher_Leg(C)'
'5738','ilhfy55','Sharp_Intense_Black_Launcher_Leg(C)'
'5739','ilhfz55','Endurance_Intense_Black_Launcher_Leg(C)'
'5740','ilhfq60','Advance_Strength_Intense_Dark_EW_Leg(C)'
'5741','ilhfr60','Fine_Intense_Dark_EW_Leg(C)'
'5742','ilhfs60','Strong_Intense_Dark_EW_Leg(C)'
'5743','ilhft60','Solid_Intense_Dark_EW_Leg(C)'
'5744','ilhfu60','Strength_Intense_Dark_EW_Leg(C)'
'5745','ilhfv60','Protection_Intense_Dark_EW_Leg(C)'
'5746','ilhfw60','Vampire_Intense_Dark_EW_Leg(C)'
'5747','ilhfx60','Guardian_Intense_Dark_EW_Leg(C)'
'5748','ilhfy60','Sharp_Intense_Dark_EW_Leg(C)'
'5749','ilhfz60','Endurance_Intense_Dark_EW_Leg(C)'
'5750','ilowq55','Advance_Strength_Intense_Black_Magnetic_Trouser(C)'
'5751','ilowr55','Fine_Intense_Black_Magnetic_Trouser(C)'
'5752','ilows55','Strong_Intense_Black_Magnetic_Trouser(C)'
'5753','ilowt55','Solid_Intense_Black_Magnetic_Trouser(C)'
'5754','ilowu55','Strength_Intense_Black_Magnetic_Trouser(C)'
'5755','ilowv55','Protection_Intense_Black_Magnetic_Trouser(C)'
'5756','iloww55','Vampire_Intense_Black_Magnetic_Trouser(C)'
'5757','ilowx55','Guardian_Intense_Black_Magnetic_Trouser(C)'
'5758','ilowy55','Sharp_Intense_Black_Magnetic_Trouser(C)'
'5759','ilowz55','Endurance_Intense_Black_Magnetic_Trouser(C)'
'5760','ilowq60','Advance_Strength_Intense_Dark_Golden_Trouser(C)'
'5761','ilowr60','Fine_Intense_Dark_Golden_Trouser(C)'
'5762','ilows60','Strong_Intense_Dark_Golden_Trouser(C)'
'5763','ilowt60','Solid_Intense_Dark_Golden_Trouser(C)'
'5764','ilowu60','Strength_Intense_Dark_Golden_Trouser(C)'
'5765','ilowv60','Protection_Intense_Dark_Golden_Trouser(C)'
'5766','iloww60','Vampire_Intense_Dark_Golden_Trouser(C)'
'5767','ilowx60','Guardian_Intense_Dark_Golden_Trouser(C)'
'5768','ilowy60','Sharp_Intense_Dark_Golden_Trouser(C)'
'5769','ilowz60','Endurance_Intense_Dark_Golden_Trouser(C)'
'5770','ilorq55','Advance_Strength_Intense_Black_Feather_Slacks(C)'
'5771','ilorr55','Fine_Intense_Black_Feather_Slacks(C)'
'5772','ilors55','Strong_Intense_Black_Feather_Slacks(C)'
'5773','ilort55','Solid_Intense_Black_Feather_Slacks(C)'
'5774','iloru55','Strength_Intense_Black_Feather_Slacks(C)'
'5775','ilorv55','Protection_Intense_Black_Feather_Slacks(C)'
'5776','ilorw55','Vampire_Intense_Black_Feather_Slacks(C)'
'5777','ilorx55','Guardian_Intense_Black_Feather_Slacks(C)'
'5778','ilory55','Sharp_Intense_Black_Feather_Slacks(C)'
'5779','ilorz55','Endurance_Intense_Black_Feather_Slacks(C)'
'5780','ilorq60','Advance_Strength_Intense_Dark_Fleece_Slacks(C)'
'5781','ilorr60','Fine_Intense_Dark_Fleece_Slacks(C)'
'5782','ilors60','Strong_Intense_Dark_Fleece_Slacks(C)'
'5783','ilort60','Solid_Intense_Dark_Fleece_Slacks(C)'
'5784','iloru60','Strength_Intense_Dark_Fleece_Slacks(C)'
'5785','ilorv60','Protection_Intense_Dark_Fleece_Slacks(C)'
'5786','ilorw60','Vampire_Intense_Dark_Fleece_Slacks(C)'
'5787','ilorx60','Guardian_Intense_Dark_Fleece_Slacks(C)'
'5788','ilory60','Sharp_Intense_Dark_Fleece_Slacks(C)'
'5789','ilorz60','Endurance_Intense_Dark_Fleece_Slacks(C)'
'5790','ilofq55','Advance_Strength_Intense_Black_Baal_Trouser(C)'
'5791','ilofr55','Fine_Intense_Black_Baal_Trouser(C)'
'5792','ilofs55','Strong_Intense_Black_Baal_Trouser(C)'
'5793','iloft55','Solid_Intense_Black_Baal_Trouser(C)'
'5794','ilofu55','Strength_Intense_Black_Baal_Trouser(C)'
'5795','ilofv55','Protection_Intense_Black_Baal_Trouser(C)'
'5796','ilofw55','Vampire_Intense_Black_Baal_Trouser(C)'
'5797','ilofx55','Guardian_Intense_Black_Baal_Trouser(C)'
'5798','ilofy55','Sharp_Intense_Black_Baal_Trouser(C)'
'5799','ilofz55','Endurance_Intense_Black_Baal_Trouser(C)'
'5800','ilofq60','Advance_Strength_Intense_Dark_Hora_Trouser(C)'
'5801','ilofr60','Fine_Intense_Dark_Hora_Trouser(C)'
'5802','ilofs60','Strong_Intense_Dark_Hora_Trouser(C)'
'5803','iloft60','Solid_Intense_Dark_Hora_Trouser(C)'
'5804','ilofu60','Strength_Intense_Dark_Hora_Trouser(C)'
'5805','ilofv60','Protection_Intense_Dark_Hora_Trouser(C)'
'5806','ilofw60','Vampire_Intense_Dark_Hora_Trouser(C)'
'5807','ilofx60','Guardian_Intense_Dark_Hora_Trouser(C)'
'5808','ilofy60','Sharp_Intense_Dark_Hora_Trouser(C)'
'5809','ilofz60','Endurance_Intense_Dark_Hora_Trouser(C)'
'5810','iluwq55','Advance_Strength_Intense_Black_Rogue_Trouser(C)'
'5811','iluwr55','Fine_Intense_Black_Rogue_Trouser(C)'
'5812','iluws55','Strong_Intense_Black_Rogue_Trouser(C)'
'5813','iluwt55','Solid_Intense_Black_Rogue_Trouser(C)'
'5814','iluwu55','Strength_Intense_Black_Rogue_Trouser(C)'
'5815','iluwv55','Protection_Intense_Black_Rogue_Trouser(C)'
'5816','iluww55','Vampire_Intense_Black_Rogue_Trouser(C)'
'5817','iluwx55','Guardian_Intense_Black_Rogue_Trouser(C)'
'5818','iluwy55','Sharp_Intense_Black_Rogue_Trouser(C)'
'5819','iluwz55','Endurance_Intense_Black_Rogue_Trouser(C)'
'5820','iluwq60','Advance_Strength_Intense_Dark_Bone_Trouser(C)'
'5821','iluwr60','Fine_Intense_Dark_Bone_Trouser(C)'
'5822','iluws60','Strong_Intense_Dark_Bone_Trouser(C)'
'5823','iluwt60','Solid_Intense_Dark_Bone_Trouser(C)'
'5824','iluwu60','Strength_Intense_Dark_Bone_Trouser(C)'
'5825','iluwv60','Protection_Intense_Dark_Bone_Trouser(C)'
'5826','iluww60','Vampire_Intense_Dark_Bone_Trouser(C)'
'5827','iluwx60','Guardian_Intense_Dark_Bone_Trouser(C)'
'5828','iluwy60','Sharp_Intense_Dark_Bone_Trouser(C)'
'5829','iluwz60','Endurance_Intense_Dark_Bone_Trouser(C)'
'5830','ilurq55','Advance_Strength_Intense_Black_Velocity_Slacks(C)'
'5831','ilurr55','Fine_Intense_Black_Velocity_Slacks(C)'
'5832','ilurs55','Strong_Intense_Black_Velocity_Slacks(C)'
'5833','ilurt55','Solid_Intense_Black_Velocity_Slacks(C)'
'5834','iluru55','Strength_Intense_Black_Velocity_Slacks(C)'
'5835','ilurv55','Protection_Intense_Black_Velocity_Slacks(C)'
'5836','ilurw55','Vampire_Intense_Black_Velocity_Slacks(C)'
'5837','ilurx55','Guardian_Intense_Black_Velocity_Slacks(C)'
'5838','ilury55','Sharp_Intense_Black_Velocity_Slacks(C)'
'5839','ilurz55','Endurance_Intense_Black_Velocity_Slacks(C)'
'5840','ilurq60','Advance_Strength_Intense_Dark_Raiment_Slacks(C)'
'5841','ilurr60','Fine_Intense_Dark_Raiment_Slacks(C)'
'5842','ilurs60','Strong_Intense_Dark_Raiment_Slacks(C)'
'5843','ilurt60','Solid_Intense_Dark_Raiment_Slacks(C)'
'5844','iluru60','Strength_Intense_Dark_Raiment_Slacks(C)'
'5845','ilurv60','Protection_Intense_Dark_Raiment_Slacks(C)'
'5846','ilurw60','Vampire_Intense_Dark_Raiment_Slacks(C)'
'5847','ilurx60','Guardian_Intense_Dark_Raiment_Slacks(C)'
'5848','ilury60','Sharp_Intense_Dark_Raiment_Slacks(C)'
'5849','ilurz60','Endurance_Intense_Dark_Raiment_Slacks(C)'
'5850','ilufq55','Advance_Strength_Intense_Black_Shaman_Trouser(C)'
'5851','ilufr55','Fine_Intense_Black_Shaman_Trouser(C)'
'5852','ilufs55','Strong_Intense_Black_Shaman_Trouser(C)'
'5853','iluft55','Solid_Intense_Black_Shaman_Trouser(C)'
'5854','ilufu55','Strength_Intense_Black_Shaman_Trouser(C)'
'5855','ilufv55','Protection_Intense_Black_Shaman_Trouser(C)'
'5856','ilufw55','Vampire_Intense_Black_Shaman_Trouser(C)'
'5857','ilufx55','Guardian_Intense_Black_Shaman_Trouser(C)'
'5858','ilufy55','Sharp_Intense_Black_Shaman_Trouser(C)'
'5859','ilufz55','Endurance_Intense_Black_Shaman_Trouser(C)'
'5860','ilufq60','Advance_Strength_Intense_Dark_Dru_Trouser(C)'
'5861','ilufr60','Fine_Intense_Dark_Dru_Trouser(C)'
'5862','ilufs60','Strong_Intense_Dark_Dru_Trouser(C)'
'5863','iluft60','Solid_Intense_Dark_Dru_Trouser(C)'
'5864','ilufu60','Strength_Intense_Dark_Dru_Trouser(C)'
'5865','ilufv60','Protection_Intense_Dark_Dru_Trouser(C)'
'5866','ilufw60','Vampire_Intense_Dark_Dru_Trouser(C)'
'5867','ilufx60','Guardian_Intense_Dark_Dru_Trouser(C)'
'5868','ilufy60','Sharp_Intense_Dark_Dru_Trouser(C)'
'5869','ilufz60','Endurance_Intense_Dark_Dru_Trouser(C)'
'5870','iliwq55','Advance_Strength_Intense_Black_Alloy_Leg(C)'
'5871','iliwr55','Fine_Intense_Black_Alloy_Leg(C)'
'5872','iliws55','Strong_Intense_Black_Alloy_Leg(C)'
'5873','iliwt55','Solid_Intense_Black_Alloy_Leg(C)'
'5874','iliwu55','Strength_Intense_Black_Alloy_Leg(C)'
'5875','iliwv55','Protection_Intense_Black_Alloy_Leg(C)'
'5876','iliww55','Vampire_Intense_Black_Alloy_Leg(C)'
'5877','iliwx55','Guardian_Intense_Black_Alloy_Leg(C)'
'5878','iliwy55','Sharp_Intense_Black_Alloy_Leg(C)'
'5879','iliwz55','Endurance_Intense_Black_Alloy_Leg(C)'
'5880','iliwq60','Advance_Strength_Intense_Dark_Beam_Leg(C)'
'5881','iliwr60','Fine_Intense_Dark_Beam_Leg(C)'
'5882','iliws60','Strong_Intense_Dark_Beam_Leg(C)'
'5883','iliwt60','Solid_Intense_Dark_Beam_Leg(C)'
'5884','iliwu60','Strength_Intense_Dark_Beam_Leg(C)'
'5885','iliwv60','Protection_Intense_Dark_Beam_Leg(C)'
'5886','iliww60','Vampire_Intense_Dark_Beam_Leg(C)'
'5887','iliwx60','Guardian_Intense_Dark_Beam_Leg(C)'
'5888','iliwy60','Sharp_Intense_Dark_Beam_Leg(C)'
'5889','iliwz60','Endurance_Intense_Dark_Beam_Leg(C)'
'5890','ilirq55','Advance_Strength_Intense_Black_Vacuum_Leg(C)'
'5891','ilirr55','Fine_Intense_Black_Vacuum_Leg(C)'
'5892','ilirs55','Strong_Intense_Black_Vacuum_Leg(C)'
'5893','ilirt55','Solid_Intense_Black_Vacuum_Leg(C)'
'5894','iliru55','Strength_Intense_Black_Vacuum_Leg(C)'
'5895','ilirv55','Protection_Intense_Black_Vacuum_Leg(C)'
'5896','ilirw55','Vampire_Intense_Black_Vacuum_Leg(C)'
'5897','ilirx55','Guardian_Intense_Black_Vacuum_Leg(C)'
'5898','iliry55','Sharp_Intense_Black_Vacuum_Leg(C)'
'5899','ilirz55','Endurance_Intense_Black_Vacuum_Leg(C)'
'5900','ilirq60','Advance_Strength_Intense_Dark_Fur_Leg(C)'
'5901','ilirr60','Fine_Intense_Dark_Fur_Leg(C)'
'5902','ilirs60','Strong_Intense_Dark_Fur_Leg(C)'
'5903','ilirt60','Solid_Intense_Dark_Fur_Leg(C)'
'5904','iliru60','Strength_Intense_Dark_Fur_Leg(C)'
'5905','ilirv60','Protection_Intense_Dark_Fur_Leg(C)'
'5906','ilirw60','Vampire_Intense_Dark_Fur_Leg(C)'
'5907','ilirx60','Guardian_Intense_Dark_Fur_Leg(C)'
'5908','iliry60','Sharp_Intense_Dark_Fur_Leg(C)'
'5909','ilirz60','Endurance_Intense_Dark_Fur_Leg(C)'
'5910','ilifq55','Advance_Strength_Intense_Black_Launcher_Leg(C)'
'5911','ilifr55','Fine_Intense_Black_Launcher_Leg(C)'
'5912','ilifs55','Strong_Intense_Black_Launcher_Leg(C)'
'5913','ilift55','Solid_Intense_Black_Launcher_Leg(C)'
'5914','ilifu55','Strength_Intense_Black_Launcher_Leg(C)'
'5915','ilifv55','Protection_Intense_Black_Launcher_Leg(C)'
'5916','ilifw55','Vampire_Intense_Black_Launcher_Leg(C)'
'5917','ilifx55','Guardian_Intense_Black_Launcher_Leg(C)'
'5918','ilify55','Sharp_Intense_Black_Launcher_Leg(C)'
'5919','ilifz55','Endurance_Intense_Black_Launcher_Leg(C)'
'5920','ilifq60','Advance_Strength_Intense_Dark_EW_Leg(C)'
'5921','ilifr60','Fine_Intense_Dark_EW_Leg(C)'
'5922','ilifs60','Strong_Intense_Dark_EW_Leg(C)'
'5923','ilift60','Solid_Intense_Dark_EW_Leg(C)'
'5924','ilifu60','Strength_Intense_Dark_EW_Leg(C)'
'5925','ilifv60','Protection_Intense_Dark_EW_Leg(C)'
'5926','ilifw60','Vampire_Intense_Dark_EW_Leg(C)'
'5927','ilifx60','Guardian_Intense_Dark_EW_Leg(C)'
'5928','ilify60','Sharp_Intense_Dark_EW_Leg(C)'
'5929','ilifz60','Endurance_Intense_Dark_EW_Leg(C)'
'5930','ilbcw50','Bellato_Victory_Leader_Trouser(BellatoCommonWarriorD)'
'5931','ilbcr50','Bellato_Victory_Leader_Slacks(BellatoCommonRangerD)'
'5932','ilbcf50','Bellato_Victory_Leader_Trouser(BellatoCommonForceD)'
'5933','ilccw50','Decem`s_Messenger_Trouser(CoraCommonWarriorD)'
'5934','ilccr50','Decem`s_Messenger_Slacks(CoraCommonRangerD)'
'5935','ilccf50','Decem`s_Messenger_Trouser(CoraCommonForceD)'
'5936','ilacw50','Empire`s_Executor_Leg(AccretiaWarriorD)'
'5937','ilacr50','Empire`s_Executor_Leg(AccretiaRangerD)'
'5938','ilacf50','Empire`s_Executor_Leg(AccretiaLauncherD)'
'5939','ilbwa53','Legion_Trouser(BellatoWarriorNormal)'
'5940','ilbwb53','Intense_Legion_Trouser(BellatoWarriorB)'
'5941','ilbra53','Rage_Slacks(BellatoRangerNormal)'
'5942','ilbrb53','Intense_Rage_Slacks(BellatoRangerB)'
'5943','ilbfa53','Argo_Trouser(BellatoForceNormal)'
'5944','ilbfb53','Intense_Argo_Trouser(BellatoForceB)'
'5945','ilcwa53','Crusader_Trouser(CoraWarriorNormal)'
'5946','ilcwb53','Intense_Crusader_Trouser(CoraWarriorB)'
'5947','ilcra53','Lunatic_Slacks(CoraRangerNormal)'
'5948','ilcrb53','Intense_Lunatic_Slacks(CoraRangerB)'
'5949','ilcfa53','Storm_Trouser(CoraForceNormal)'
'5950','ilcfb53','Intense_Storm_Trouser(CoraForceB)'
'5951','ilawa53','Titan_Leg(AccretiaWarriorNormal)'
'5952','ilawb53','Intense_Titan_Leg(AccretiaWarriorB)'
'5953','ilara53','Phantom_Leg(AccretiaRangerNormal)'
'5954','ilarb53','Intense_Phantom_Leg(AccretiaRangerB)'
'5955','ilafa53','COS_Leg(AccretiaLauncherNormal)'
'5956','ilafb53','Intense_COS_Leg(AccretiaLauncherB)'
'5957','ilawq53','Advanced_Strength_Intense_Titan_Leg(C)'
'5958','ilawr53','Fine_Intense_Titan_Leg(C)'
'5959','ilaws53','Strong_Intense_Titan_Leg(C)'
'5960','ilawt53','Solid_Intense_Titan_Leg(C)'
'5961','ilawu53','Strength_Intense_Titan_Leg(C)'
'5962','ilawv53','Protection_Intense_Titan_Leg(C)'
'5963','ilaww53','Vampire_Intense_Titan_Leg(C)'
'5964','ilawx53','Guardian_Intense_Titan_Leg(C)'
'5965','ilawy53','Sharp_Intense_Titan_Leg(C)'
'5966','ilawz53','Endurance_Intense_Titan_Leg(C)'
'5967','ilarq53','Advanced_Strength_Intense_Phantom_Leg(C)'
'5968','ilarr53','Fine_Intense_Phantom_Leg(C)'
'5969','ilars53','Strong_Intense_Phantom_Leg(C)'
'5970','ilart53','Solid_Intense_Phantom_Leg(C)'
'5971','ilaru53','Strength_Intense_Phantom_Leg(C)'
'5972','ilarv53','Protection_Intense_Phantom_Leg(C)'
'5973','ilarw53','Vampire_Intense_Phantom_Leg(C)'
'5974','ilarx53','Guardian_Intense_Phantom_Leg(C)'
'5975','ilary53','Sharp_Intense_Phantom_Leg(C)'
'5976','ilarz53','Endurance_Intense_Phantom_Leg(C)'
'5977','ilafq53','Advanced_Strength_Intense_COS_Leg(C)'
'5978','ilafr53','Fine_Intense_COS_Leg(C)'
'5979','ilafs53','Strong_Intense_COS_Leg(C)'
'5980','ilaft53','Solid_Intense_COS_Leg(C)'
'5981','ilafu53','Strength_Intense_COS_Leg(C)'
'5982','ilafv53','Protection_Intense_COS_Leg(C)'
'5983','ilafw53','Vampire_Intense_COS_Leg(C)'
'5984','ilafx53','Guardian_Intense_COS_Leg(C)'
'5985','ilafy53','Sharp_Intense_COS_Leg(C)'
'5986','ilafz53','Endurance_Intense_COS_Leg(C)'
'5987','ilcwq53','Advanced_Strength_Intense_Crusader_Trouser(C)'
'5988','ilcwr53','Fine_Intense_Crusader_Trouser(C)'
'5989','ilcws53','Strong_Intense_Crusader_Trouser(C)'
'5990','ilcwt53','Solid_Intense_Crusader_Trouser(C)'
'5991','ilcwu53','Strength_Intense_Crusader_Trouser(C)'
'5992','ilcwv53','Protection_Intense_Crusader_Trouser(C)'
'5993','ilcww53','Vampire_Intense_Crusader_Trouser(C)'
'5994','ilcwx53','Guardian_Intense_Crusader_Trouser(C)'
'5995','ilcwy53','Sharp_Intense_Crusader_Trouser(C)'
'5996','ilcwz53','Endurance_Intense_Crusader_Trouser(C)'
'5997','ilcrq53','Advanced_Strength_Intense_Lunatic_Slacks(C)'
'5998','ilcrr53','Fine_Intense_Lunatic_Slacks(C)'
'5999','ilcrs53','Strong_Intense_Lunatic_Slacks(C)'
'6000','ilcrt53','Solid_Intense_Lunatic_Slacks(C)'
'6001','ilcru53','Strength_Intense_Lunatic_Slacks(C)'
'6002','ilcrv53','Protection_Intense_Lunatic_Slacks(C)'
'6003','ilcrw53','Vampire_Intense_Lunatic_Slacks(C)'
'6004','ilcrx53','Guardian_Intense_Lunatic_Slacks(C)'
'6005','ilcry53','Sharp_Intense_Lunatic_Slacks(C)'
'6006','ilcrz53','Endurance_Intense_Lunatic_Slacks(C)'
'6007','ilcfq53','Advanced_Strength_Intense_Storm_Trouser(C)'
'6008','ilcfr53','Fine_Intense_Storm_Trouser(C)'
'6009','ilcfs53','Strong_Intense_Storm_Trouser(C)'
'6010','ilcft53','Solid_Intense_Storm_Trouser(C)'
'6011','ilcfu53','Strength_Intense_Storm_Trouser(C)'
'6012','ilcfv53','Protection_Intense_Storm_Trouser(C)'
'6013','ilcfw53','Vampire_Intense_Storm_Trouser(C)'
'6014','ilcfx53','Guardian_Intense_Storm_Trouser(C)'
'6015','ilcfy53','Sharp_Intense_Storm_Trouser(C)'
'6016','ilcfz53','Endurance_Intense_Storm_Trouser(C)'
'6017','ilbwq53','Advanced_Strength_Intense_Legion_Trouser(C)'
'6018','ilbwr53','Fine_Intense_Legion_Trouser(C)'
'6019','ilbws53','Strong_Intense_Legion_Trouser(C)'
'6020','ilbwt53','Solid_Intense_Legion_Trouser(C)'
'6021','ilbwu53','Strength_Intense_Legion_Trouser(C)'
'6022','ilbwv53','Protection_Intense_Legion_Trouser(C)'
'6023','ilbww53','Vampire_Intense_Legion_Trouser(C)'
'6024','ilbwx53','Guardian_Intense_Legion_Trouser(C)'
'6025','ilbwy53','Sharp_Intense_Legion_Trouser(C)'
'6026','ilbwz53','Endurance_Intense_Legion_Trouser(C)'
'6027','ilbrq53','Advanced_Strength_Intense_Rage_Slacks(C)'
'6028','ilbrr53','Fine_Intense_Rage_Slacks(C)'
'6029','ilbrs53','Strong_Intense_Rage_Slacks(C)'
'6030','ilbrt53','Solid_Intense_Rage_Slacks(C)'
'6031','ilbru53','Strength_Intense_Rage_Slacks(C)'
'6032','ilbrv53','Protection_Intense_Rage_Slacks(C)'
'6033','ilbrw53','Vampire_Intense_Rage_Slacks(C)'
'6034','ilbrx53','Guardian_Intense_Rage_Slacks(C)'
'6035','ilbry53','Sharp_Intense_Rage_Slacks(C)'
'6036','ilbrz53','Endurance_Intense_Rage_Slacks(C)'
'6037','ilbfq53','Advanced_Strength_Intense_Argo_Trouser(C)'
'6038','ilbfr53','Fine_Intense_Argo_Trouser(C)'
'6039','ilbfs53','Strong_Intense_Argo_Trouser(C)'
'6040','ilbft53','Solid_Intense_Argo_Trouser(C)'
'6041','ilbfu53','Strength_Intense_Argo_Trouser(C)'
'6042','ilbfv53','Protection_Intense_Argo_Trouser(C)'
'6043','ilbfw53','Vampire_Intense_Argo_Trouser(C)'
'6044','ilbfx53','Guardian_Intense_Argo_Trouser(C)'
'6045','ilbfy53','Sharp_Intense_Argo_Trouser(C)'
'6046','ilbfz53','Endurance_Intense_Argo_Trouser(C)'
'6047','ildwq53','Advanced_Strength_Intense_Titan_Leg(C)'
'6048','ildwr53','Fine_Intense_Titan_Leg(C)'
'6049','ildws53','Strong_Intense_Titan_Leg(C)'
'6050','ildwt53','Solid_Intense_Titan_Leg(C)'
'6051','ildwu53','Strength_Intense_Titan_Leg(C)'
'6052','ildwv53','Protection_Intense_Titan_Leg(C)'
'6053','ildww53','Vampire_Intense_Titan_Leg(C)'
'6054','ildwx53','Guardian_Intense_Titan_Leg(C)'
'6055','ildwy53','Sharp_Intense_Titan_Leg(C)'
'6056','ildwz53','Endurance_Intense_Titan_Leg(C)'
'6057','ildrq53','Advanced_Strength_Intense_Phantom_Leg(C)'
'6058','ildrr53','Fine_Intense_Phantom_Leg(C)'
'6059','ildrs53','Strong_Intense_Phantom_Leg(C)'
'6060','ildrt53','Solid_Intense_Phantom_Leg(C)'
'6061','ildru53','Strength_Intense_Phantom_Leg(C)'
'6062','ildrv53','Protection_Intense_Phantom_Leg(C)'
'6063','ildrw53','Vampire_Intense_Phantom_Leg(C)'
'6064','ildrx53','Guardian_Intense_Phantom_Leg(C)'
'6065','ildry53','Sharp_Intense_Phantom_Leg(C)'
'6066','ildrz53','Endurance_Intense_Phantom_Leg(C)'
'6067','ildfq53','Advanced_Strength_Intense_COS_Leg(C)'
'6068','ildfr53','Fine_Intense_COS_Leg(C)'
'6069','ildfs53','Strong_Intense_COS_Leg(C)'
